created_link,title,category,keywords,source_link,
https://stock.adobe.com/209719889,Concentrated businessman working on laptop computer,Men,"laptop, casual attire, computer, desk, technology, adult, male, business, people, office, communication, lifestyle, sitting, man, caucasian, businessman, notebook, person, cyberspace, working, home, professional, looking, thinking, indoor, photogenic, student, young, portrait, online, wireless, career, education, occupation, sharpened, expertise, executive, connection, profession, confident, concentrated, focused, write, note",https://as1.ftcdn.net/v2/jpg/02/09/71/98/1000_F_209719889_RRXR9v7YtPNls6GaFF8AMND5wrGcJ7Rb.jpg,
https://stock.adobe.com/440503462,Business people working together in office,People,"businessman, businesswoman, teamwork, work, mature, business, tied-up, woman, colleague, computer, cooperation, corporate, co-worker, desk, desktop, discussion, female, male, man, manager, meeting, new, office, partner, people, professional, talking, 2, young",https://as1.ftcdn.net/v2/jpg/04/40/50/34/1000_F_440503462_AU48YHLvAXOeCTTXPikR1dNaNrBwTFUT.jpg,
https://stock.adobe.com/439234053,Indian male ceo executive manager mentor giving consultation on financial operations to female African American colleague intern using laptop sitting in modern office near panoramic window.,People,"talking, office, laptop, executive, business, discussion, training, computer, bank, adviser, african, american, boss, broker, businessman, businesswoman, collaboration, colleague, consultation, cooperation, corporate, co-worker, diverse, employee, ethnicity, finance, indian, insurance, job, leadership, learning, man, manager, mentor, people, professional, teaching, teamwork, trading, 2, woman, work, young, client, client, team",https://as1.ftcdn.net/v2/jpg/04/39/23/40/1000_F_439234053_nzLQxwQuoZbqHt2xI0E2MPJDTJJENT90.jpg,
https://stock.adobe.com/129859165,Portrait of a businesswoman standing in a conference room,"Beds, Chairs and Furniture","50s, adult, alone, asian, beautiful, beauty, business, businessperson, businesswoman, chair, conference, confidence, confident, desk, empty, entrepreneur, ethnicity, executive, female, furniture, glasses, horizontal, indoor, looking, manager, mature, meeting, occupation, office, 1, organised, people, person, portrait, preparation, professional, room, smile, smiling, sophisticated, standing, table, woman, woman",https://as2.ftcdn.net/v2/jpg/01/29/85/91/1000_F_129859165_8acPPGuZfjgOO8UvA3WUbb720lEmvqNt.jpg,
https://stock.adobe.com/303506695,business meeting office conference team teamwork,Business,"person, business, office, meeting, businessman, group, team, woman, corporate, communication, teamwork, man, businesswoman, conference, professional, colleague, discussion, brainstorming, table, caucasian, working, female, talking, presentation, young, cooperation, businessperson, occupation, computer, ceo, agreements, executive, laptop, manager, planning, together, consensus, work, indoor, strategy, job, suit, connection, collaboration, partner, company, room, success, board, seminar",https://as1.ftcdn.net/v2/jpg/03/03/50/66/1000_F_303506695_M7Cs6dE9iFcHIUhbXO6kOpvRPAf9oq40.jpg,
https://stock.adobe.com/284255619,Young female business owner sitting in office writing sales and deliveries on paper sheets while using laptop,Business,"woman, new business, laptop, store, note, writing, working, shop, online, small business, businesswoman, entrepreneur, job, business, owner, service, professional, computer, people, woman, caucasian, lifestyle, work, young, 20s, young adult, order, retail, smiling, occupation, cyberspace, digital, industry, success, workplace, indoor, career, modern, successful, e-business, electronic mail, cheerful, casual attire",https://as1.ftcdn.net/v2/jpg/02/84/25/56/1000_F_284255619_sTvOr6SOEkkzlsQHHDNkNZFlbe4h7JFp.jpg,
https://stock.adobe.com/295116643,Serious team leader talk to diverse business people at meeting,Business,"boss, briefing, business, businessman, businessperson, businesswoman, ceo, coaching, colleague, company, consult, corporate, co-worker, discussion, education, employee, executive, sharpened, group, help, idea, job, leadership, man, manager, marketing, meeting, multicultural, office, people, person, planning, presentation, professional, project, sale, seminar, speak, talk, teacher, team, teamwork, together, training, woman, work, men at work, workplace",https://as1.ftcdn.net/v2/jpg/02/95/11/66/1000_F_295116643_bOxluz1lUYo7rdtyrk7Nt58ip1l2RDAs.jpg,
https://stock.adobe.com/327200505,Business woman present her idea to working team.Business colleagues talking about plan or new project.,Business,"business, people, modern, laptop, present, idea, strategy, woman, leader, man, planning, experiencing, conversation, brief, negotiate, new, investment, office, colleague, talking, businessman, colleague, caucasian, working, teamwork, professional, group, meeting, occupation, happy, presentation, businesswoman, businessman, brainstorming, successful, team, corporate, co-worker, smiling, creative, confident, startup, design, diverse, partner, african ethnicity, expertise, computer",https://as2.ftcdn.net/v2/jpg/03/27/20/05/1000_F_327200505_cdy9LAYjfsXBYYZDokahPulVXnPmVflx.jpg,
https://stock.adobe.com/162391724,sekretärin trägt kundentermine ein,Office Life,"woman, set, consultation, business, work, calendar, office, write, customer service, friendly, customer support, training, communication, notice, success, planning, order, agency, agenda, employee, labor, workplace, office, attractive, deliberate, operation, concept, caucasian, successful, business, business, business, businesswoman, smile, manager, man, person, plan, portrait, beauty, appointment, fun",https://as2.ftcdn.net/v2/jpg/01/62/39/17/1000_F_162391724_lBikKdyVVjoehcMIq9LsVY3k3HvizHhb.jpg,
https://stock.adobe.com/328213905,"Young businesswoman working in office or at home. Business, work from home and freelance concept.",People,"freelance, woman, business, notebook, coaching, psychologist, computer, writing, businesswoman, girl, laptop, using, young, people, work, female, mobile, office, beautiful, working, planning, note, technology, table, cyberspace, caucasian, freelancer, person, student, online, tied-up, professional, employee, bookkeeping, studying, writer, finance, personal, assistant, specialist, occupation",https://as2.ftcdn.net/v2/jpg/03/28/21/39/1000_F_328213905_LpMvMIAYsvhosa3aP61Ukub3s4sZ3vGE.jpg,
https://stock.adobe.com/304074642,Casual meeting of diverse business team analyzing financial data,Business,"business, teamwork, team, meeting, diverse, pointing, document, table, hand, financial, briefing, finance, brainstorming, aerial, ethnic, datum, diagram, sitting, workspace, expertise, accountant, analysing, adviser, report, ethnicity, analysis, planning, chart, strategy, businesswoman, discussion, cooperation, working, businessman, laptop, paperwork",https://as1.ftcdn.net/v2/jpg/03/04/07/46/1000_F_304074642_PK4nEp24AOwSiytdpOwY6EyH7UVPg15w.jpg,
https://stock.adobe.com/228340332,Confident young expert.,Business Men and Women,"woman, laptop, technology, cyberspace, handwriting, planning, organisation, business, businesswoman, professional occupation, manager, expertise, entrepreneur, creativity, idea, solution, concentration, confidence, tied-up, beautiful, attractive, female, young adult, people, modern, lifestyle, indoor, office, looking, sitting, serious, working",https://as2.ftcdn.net/v2/jpg/02/28/34/03/1000_F_228340332_x8R6vDs4y88yNw6UvNu2r2Ip3I70anUN.jpg,
https://stock.adobe.com/442063774,"Side view young female scientist in coat, gloves and goggles looking at small green leaf inside test glass tube in her hand. Nature and science, using plants in cosmetology laboratory research concept",Science,"nature, science, tube, plant, test, laboratory, scientist, technology, biology, research, bio, laboratory, biotechnology, concept, drug, glasses, leaf, medicals, chemistry, medicine, pharmacy, extract, organic, chemical, herb, botany, industry, essence, herbal, skin, care, chemist, development, experiment, person, woman, product, green, skincare, pharmaceutical, oil, people, holding, natural, treatment, pure, dermatology, cosmetic",https://as2.ftcdn.net/v2/jpg/04/42/06/37/1000_F_442063774_kRq5zETl5j7jJ9OmlNzeCQMT2q9JUNfW.jpg,
https://stock.adobe.com/53968372,Scientist examining samples,"Hospitals, Labs and Clinics","medicals, chemistry, scientific, research, plant, gene, studying, tube, test, experiment, researching, sample, study, pipette, engineering, laboratory, growing, agronomy, grass, biological, genetic, chemical, technology, medicine, dripped, examine, biology, scientist, science, growth, blue, nature, modification, laboratory, hand, glasses, dropper",https://as2.ftcdn.net/v2/jpg/00/53/96/83/1000_F_53968372_i1RTTLllx9wwYvfadVhQiyHJwG5IioAH.jpg,
https://stock.adobe.com/65173639,Veterinarian giving medical advice to client,Doctor,"apothecary, apothecary, dispenser, vet, advice, prescription, pill, drug, veterinary, pet, man, woman, client, care, health care, medicine, chemist's shop, shop, domestic, doctor, patient, sanitary, ill, disease, suffering, vet, people",https://as1.ftcdn.net/v2/jpg/00/65/17/36/1000_F_65173639_7E2XqoBXDJS2JH31gsjWJe0KGDZFIMQF.jpg,
https://stock.adobe.com/247888320,"Portrait of scientist with mask, glasses and gloves checking hemp plants in a greenhouse. Concept of herbal alternative medicine, cbd oil, pharmaceptical industry",Industry,"doctor, mask, medicine, medicals, nurse, surgeon, health care, health, woman, isolated, people, young, laboratory, scientist, portrait, hospital, white, care, professional, syringe, glove, person, holding, science, research, agriculture, agronomist, agronomy, alternative, background, cannabis, chemical, cultivation, disease, dropper, drug, ecology, element, examining, extract, extraction, formula, green, hemp, herb, herbal",https://as2.ftcdn.net/v2/jpg/02/47/88/83/1000_F_247888320_tv086R94BWAl3Unfo5eYUKtyfP58VGrF.jpg,
https://stock.adobe.com/173568582,Biotechnology concept with scientist in lab,Applied and Fundamental Sciences,"biotechnology, green, science, research, biology, chemistry, medicine, laboratory, technology, experiment, scientific, medicals, test, tube, laboratory, glasses, chemical, microbiology, nature, plant, leaf, biochemistry, biological, scientist, discovery, sample, growth, ecology, glassware, organic, natural, molecular, germinating, engineering, flask, pipette, flora, growing, grass, bio, sapling, germ bud, analysing, pharmacy, herb, herbal, microscope, man, male, studying",https://as2.ftcdn.net/v2/jpg/01/73/56/85/1000_F_173568582_57EscSzfMrRDNBTorimLfsxmRh22KOnF.jpg,
https://stock.adobe.com/94774222,Young biologist experimenting in laboratory,Other Trees,"biologist, woman, science, growth, research, scientist, female, plant, biology, experiment, scientific, analysing, people, laboratory, human, examining, caucasian, working, cultivated, agriculture, genetic, employment, modification, botany, green, industry, young adult, concept, workwear, laboratory, idea, germinating, glove",https://as1.ftcdn.net/v2/jpg/00/94/77/42/1000_F_94774222_8ACGyCs0ukcye91brZ5xcMC4tvXvT3uR.jpg,
https://stock.adobe.com/181362352,"veterinary examination dog, smiling veterinarian with kibble dry food in bone shape, on table in vet clinic, animal diet concept",Veterinary Care,"vet, veterinary, food, dog, bone, pet, snack, animal, dry, nourishment, healthy, eat, health, kibble, vet, clinic, medicine, treatment, hospital, examining, exam, visit, smiling, diagnostic, woman, white, treat, shaped, incentive, flavoured, meal, diet, puppy, care, cookie, growth, balanced, vitamin, happy, young, table, work, check, doctor, patient, heal, desk, test, prescription, stethoscope",https://as2.ftcdn.net/v2/jpg/01/81/36/23/1000_F_181362352_xEQGpCdSGALUoQYLg4RfIDZIhPjcMdd9.jpg,
https://stock.adobe.com/282305268,Kitten at vet clinic. Cat vaccination at doctor.,Animals,"vet, cat, kitten, vet, pet, veterinary, animal, care, doctor, clinic, medicine, medicals, sick, examining, professional, stethoscope, vaccination, shot, vaccinate, vaccine, syringe, milk, eat, virus, hospital, felino, nurse, domestic, cute, health, check, ill, hand, specialist, holding, health care, uniform, exam, treatment, cat, pet, laboratory, equipment, check-up, healthy, ginger, newborn, new, born, baby",https://as1.ftcdn.net/v2/jpg/02/82/30/52/1000_F_282305268_gMjUTGOE5fgzuXukA9YtEMkgm02Zg3fD.jpg,
https://stock.adobe.com/159843032,Scientist looking at microscope in greenhouse,Engineering,"biologist, microscope, plant, agriculture, technology, biotechnology, greenhouse, laboratory, laboratory, chemistry, farming, scientist, germ bud, germinating, green, science, people, researching, biology, experiment, analysing, protection, caucasian, looking, eco, studying, microbiology, agronomy, testing, chemical, care, concept, industry, flora, ecology, botany, engineering, ground, engineer, woman, white coat, horticulture, young, pretty, curly hair",https://as1.ftcdn.net/v2/jpg/01/59/84/30/1000_F_159843032_FjbvKObEuHZ5WJWEZE5XUSq5OLUwOTCT.jpg,
https://stock.adobe.com/245776461,Fresh herbs from the garden in wooden olive mortar against with sunny garden background. Image,Food,"herb, mortar, medicine, herbal, herb, natural, alternative, pestle, background, fresh, green, ayurvedic, healthy, nature, basil, medicals, ingredient, health, wooden, organic, leaf, seasoning, plant, aromatic, food, spice, preparation, thyme, cooking, peppermint, oil, bowl, wood, aroma, culinary, bottle, mint",https://as1.ftcdn.net/v2/jpg/02/45/77/64/1000_F_245776461_30WaJVhYI5dqEiwn2j3NhzxNlKsbcDJW.jpg,
https://stock.adobe.com/134809651,clinical dog examination by veterinary doctor in office,Veterinary Care,"veterinary, exam, dog, doctor, clinical, vet, treatment, stethoscope, pet, examining, nurse, animal, care, medicals, hospital, health, surgeon, insurance, occupation, surgery, person, 1, vet, breed, white, tool, disease, funny, therapy, table, aged, portrait, welfare, holding, hand, only, clinic, sitting, german, shepherd, adult, office, room",https://as1.ftcdn.net/v2/jpg/01/34/80/96/1000_F_134809651_gjNDNpwIcGHSS0DJFLEZpbV65D3LCmgj.jpg,
https://stock.adobe.com/191658393,"Supplement kratom green capsules and powder on brown plate. Herbal product alt-medicine kratom is opioid. Home alternative pain remedy, opioid addiction, painkiller, overdose. Selective focus",Drugs and Pills,"green, supplement, plant, drug, medicine, herbal, treat, pain, background, herb, diabetes, nature, therapy, addictive, white, formula, medicative, health, narcotic, chemical, capsule, powder, pill, alternative, chemistry, addiction, toxic, native, southeast asia, dangerous, morphine, care, patient, treatment, painkiller, overdose, death, closeup, selective focus",https://as2.ftcdn.net/v2/jpg/01/91/65/83/1000_F_191658393_xg2xCHhGl6h8eDE4Zaw6lhFnLPyScDMQ.jpg,
https://stock.adobe.com/246588480,"Dog taking medicine. Female owner giving medicine or vitamin supplement syrup to Shih tzu dog on wood table at home. Pet health care, veterinary drugs, and treatments concept. Close up.",Animals,"dog, medicals, drug, owner, treatment, sick, take, ill, medication, health, disease, syringe, shih tzu, nourishment, fever, care, pet, disease, prescription, heal, vaccination, bored, feeding, pain, infection, flu, ache, recovery, eat, veterinary, pharmacy, puppy, make well, nice, cute, portrait, sirup, sitting, vet, food, bottle, solution, canino, female, help, woman, young, animal, floor, pill",https://as1.ftcdn.net/v2/jpg/02/46/58/84/1000_F_246588480_fHC4tuKiORp234PMNhFPYXlC702362tb.jpg,
https://stock.adobe.com/247888625,"Portrait of scientist with mask, glasses and gloves checking hemp plants in a greenhouse. Concept of herbal alternative medicine, cbd oil, pharmaceptical industry",Industry,"winter, woman, portrait, children, young, beautiful, hat, face, white, cold, beauty, person, doctor, boy, people, mask, happy, snow, smile, foulard, isolated, cute, smiling, medicine, medicals, agriculture, agronomist, agronomy, alternative, background, cannabis, chemical, cultivation, disease, dropper, drug, ecology, element, examining, extract, extraction, formula, green, health, hemp, herb, herbal",https://as1.ftcdn.net/v2/jpg/02/47/88/86/1000_F_247888625_H6T6yX5tLsf603tRPU2LTDKZXSBh1Ei8.jpg,
